nid	mid	fields
1577745932687	1577652741654		
1577745932688	1577652741654		
1577745932689	1577652741654		
1577745932690	1577652741654		
1577745932691	1577652741654		
1577745932692	1577652741654		
1577745932693	1577652741654		
1577745932694	1577652741654		
1577745932695	1577652741654		
1577745932696	1577652741654		
1577745932697	1577652741654		
1577745932698	1577652741654		
1577745932699	1577652741654		
1577745932700	1577652741654		
1577745932701	1577652741654		
1577745932702	1577652741654		
1577745932703	1577652741654		
1577745932704	1577652741654		
1577745932705	1577652741654		
1577745932706	1577652741654		
1577745932707	1577652741654		
1577745932708	1577652741654		
1577745932709	1577652741654		
1577745932710	1577652741654		
1577745932711	1577652741654		
1577745932712	1577652741654		
1577745932713	1577652741654		
1577745932714	1577652741654		
1577745932715	1577652741654		
1577745932716	1577652741654		
1577745932717	1577652741654		
1577745932718	1577652741654		
1577745932719	1577652741654		
1577745932720	1577652741654		
1577745932721	1577652741654		
1577745932722	1577652741654		
1577745932723	1577652741654		
1577745932724	1577652741654		
1577745932725	1577652741654		
1577745932726	1577652741654		
1577745932727	1577652741654		
1577745932728	1577652741654		
1577745932729	1577652741654		
1577745932730	1577652741654		
1577745932731	1577652741654		
1577745932732	1577652741654		
1577745932733	1577652741654		
1577745932734	1577652741654		
1577745932735	1577652741654		
1577745932736	1577652741654		
1577745932737	1577652741654		
1577745932738	1577652741654		
1577745932739	1577652741654		
1577745932740	1577652741654		
1577745932741	1577652741654		
1577745932742	1577652741654		
1577745932743	1577652741654		
1577745932744	1577652741654		
1577745932745	1577652741654		
1577745932746	1577652741654		
1577745932747	1577652741654		
1577745932748	1577652741654		
1577745932749	1577652741654		
1577745932750	1577652741654		
1577745932751	1577652741654		
1577745932752	1577652741654		
1577745932753	1577652741654		
1577745932754	1577652741654		
1577745932755	1577652741654		
1577745932756	1577652741654		
1577745932757	1577652741654		
1577745932758	1577652741654		
1577745932759	1577652741654		
1577745932760	1577652741654		
1577745932761	1577652741654		
1577745932762	1577652741654		
1577745932763	1577652741654		
1577745932764	1577652741654		
1577745932765	1577652741654		
1577745932766	1577652741654		
1577745932767	1577652741654		
1577745932768	1577652741654		
1577745932769	1577652741654		
1577745932770	1577652741654		
1577745932771	1577652741654		
1577745932772	1577652741654		
1577745932773	1577652741654		
1577745932774	1577652741654		
1577745932775	1577652741654		
1577745932776	1577652741654		
1577745932777	1577652741654		
1577745932778	1577652741654		
1577745932779	1577652741654		
1577745932780	1577652741654		
1577745932781	1577652741654		
1577745932782	1577652741654		
1577745932783	1577652741654		
1577745932784	1577652741654		
1577745932785	1577652741654		
1577745932786	1577652741654		
1577745932787	1577652741654		
1577745932788	1577652741654		
1577745932789	1577652741654		
1577745932790	1577652741654		
1577745932791	1577652741654		
1577745932792	1577652741654		
1577745932793	1577652741654		
1577745932794	1577652741654		
1577745932795	1577652741654		
1577745932796	1577652741654		
1577745932797	1577652741654		
1577745932798	1577652741654		
1577745932799	1577652741654		
1577745932800	1577652741654		
1577745932801	1577652741654		
1577745932802	1577652741654		
1577745932803	1577652741654		
1577745932804	1577652741654		
1577745932805	1577652741654		
1577745932806	1577652741654		
1577745932807	1577652741654		
1577745932808	1577652741654		
1577745932809	1577652741654		
1577745932810	1577652741654		
1577745932811	1577652741654		
1577745932812	1577652741654		
1577745932813	1577652741654		
1577745932814	1577652741654		
1577745932815	1577652741654		
1577745932816	1577652741654		
1577745932817	1577652741654		
1577745932818	1577652741654		
1577745932819	1577652741654		
1577745932820	1577652741654		
1577745932821	1577652741654		
1577745932822	1577652741654		
1577745932823	1577652741654		
1577745932824	1577652741654		
1577745932825	1577652741654		
1577745932826	1577652741654		
1577745932827	1577652741654		
1577745932828	1577652741654		
1577745932829	1577652741654		
1577745932830	1577652741654		
1577745932831	1577652741654		
1577745932832	1577652741654		
1577745932833	1577652741654		
1577745932834	1577652741654		
1577745932835	1577652741654		
1577745932836	1577652741654		
1577745932837	1577652741654		
1577745932838	1577652741654		
1577745932839	1577652741654		
1577745932840	1577652741654		
1577745932841	1577652741654		
1577745932842	1577652741654		
1577745932843	1577652741654		
1577745932844	1577652741654		
1577745932845	1577652741654		
1577745932846	1577652741654		
1577745932847	1577652741654		
1577745932848	1577652741654		
1577745932849	1577652741654		
1577745932850	1577652741654		
1577745932851	1577652741654		
1577745932852	1577652741654		
1577745932853	1577652741654		
1577745932854	1577652741654		
1577745932855	1577652741654		
1577745932856	1577652741654		
1577745932857	1577652741654		
1577745932858	1577652741654		
1577745932859	1577652741654		
1577745932860	1577652741654		
1577745932861	1577652741654		
1577745932862	1577652741654		
1577745932863	1577652741654		
1577745932864	1577652741654		
1577745932865	1577652741654		
1577745932866	1577652741654		
1577745932867	1577652741654		
1577745932868	1577652741654		
1577745932869	1577652741654		
1577745932870	1577652741654		
1577745932871	1577652741654		
1577745932872	1577652741654		
1577745932873	1577652741654		
1577745932874	1577652741654		
1577745932875	1577652741654		
1577745932876	1577652741654		
1577745932877	1577652741654		
1577745932878	1577652741654		
1577745932879	1577652741654		
1577745932880	1577652741654		
1577745932881	1577652741654		
1577745932882	1577652741654		
1577745932883	1577652741654		
1577745932884	1577652741654		
1577745932885	1577652741654		
1577745932886	1577652741654		
1577745932887	1577652741654		
1577745932888	1577652741654		
1577745932889	1577652741654		
1577745932890	1577652741654		
1577745932891	1577652741654		
1577745932892	1577652741654		
1577745932893	1577652741654		
1577745932894	1577652741654		
1577745932895	1577652741654		
1577745932896	1577652741654		
1577745932897	1577652741654		
1577745932898	1577652741654		
1577745932899	1577652741654		
1577745932900	1577652741654		
1577745932901	1577652741654		
1577745932902	1577652741654		
1577745932903	1577652741654		
1577745932904	1577652741654		
1577745932905	1577652741654		
1577745932906	1577652741654		
1577745932907	1577652741654		
1577745932908	1577652741654		
1577745932909	1577652741654		
1577745932910	1577652741654		
1577745932911	1577652741654		
1577745932912	1577652741654		
1577745932913	1577652741654		
1577745932914	1577652741654		
1577745932915	1577652741654		
1577745932916	1577652741654		
1577745932917	1577652741654		
1577745932918	1577652741654		
1577745932919	1577652741654		
1577745932920	1577652741654		
1577745932921	1577652741654		
1577745932922	1577652741654		
1577745932923	1577652741654		
1577745932924	1577652741654		
1577745932925	1577652741654		
1577745932926	1577652741654		
1577745932927	1577652741654		
1577745932928	1577652741654		
1577745932929	1577652741654		
1577745932930	1577652741654		
1577745932931	1577652741654		
1577745932932	1577652741654		
1577745932933	1577652741654		
1577745932934	1577652741654		
1577745932935	1577652741654		
1577745932936	1577652741654		
1577745932937	1577652741654		
1577745932938	1577652741654		
1577745932939	1577652741654		
1577745932940	1577652741654		
1577745932941	1577652741654		
1577745932942	1577652741654		
1577745932943	1577652741654		
1577745932944	1577652741654		
1577745932945	1577652741654		
1577745932946	1577652741654		
1577745932947	1577652741654		
1577745932948	1577652741654		
1577745932949	1577652741654		
1577745932950	1577652741654		
1577745932951	1577652741654		
1577745932952	1577652741654		
1577745932953	1577652741654		
1577745932954	1577652741654		
1577745932955	1577652741654		
1577745932956	1577652741654		
1577745932957	1577652741654		
1577745932958	1577652741654		
1577745932959	1577652741654		
1577745932960	1577652741654		
1577745932961	1577652741654		
1577745932962	1577652741654		
1577745932963	1577652741654		
1577745932964	1577652741654		
1577745932965	1577652741654		
1577745932966	1577652741654		
1577745932967	1577652741654		
1577745932968	1577652741654		
1577745932969	1577652741654		
1577745932970	1577652741654		
1577745932971	1577652741654		
1577745932972	1577652741654		
1577745932973	1577652741654		
1577745932974	1577652741654		
1577745932975	1577652741654		
1577745932976	1577652741654		
1577745932977	1577652741654		
1577745932978	1577652741654		
1577745932979	1577652741654		
1577745932980	1577652741654		
1577745932981	1577652741654		
1577745932982	1577652741654		
1577745932983	1577652741654		
1577745932984	1577652741654		
1577745932985	1577652741654		
1577745932986	1577652741654		
1577745932987	1577652741654		
1577745932988	1577652741654		
1577745932989	1577652741654		
1577745932990	1577652741654		
1577745932991	1577652741654		
1577745932992	1577652741654		
1577745932993	1577652741654		
1577745932994	1577652741654		
1577745932995	1577652741654		
1577745932996	1577652741654		
1577745932997	1577652741654		
1577745932998	1577652741654		
1577745932999	1577652741654		
1577745933000	1577652741654		
1577745933001	1577652741654		
1577745933002	1577652741654		
1577745933003	1577652741654		
1577745933004	1577652741654		
1577745933005	1577652741654		
1577745933006	1577652741654		
1577745933007	1577652741654		
1577745933008	1577652741654		
1577745933009	1577652741654		
1577745933010	1577652741654		
1577745933011	1577652741654		
1577745933012	1577652741654		
1577745933013	1577652741654		
1577745933014	1577652741654		
1577745933015	1577652741654		
1577745933016	1577652741654		
1577745933017	1577652741654		
1577745933018	1577652741654		
1577745933019	1577652741654		
1577745933020	1577652741654		
1577745933021	1577652741654		
1577745933022	1577652741654		
1577745933023	1577652741654		
1577745933024	1577652741654		
1577745933025	1577652741654		
1577745933026	1577652741654		
1577745933027	1577652741654		
1577745933028	1577652741654		
1577745933029	1577652741654		
1577745933030	1577652741654		
1577745933031	1577652741654		
1577745933032	1577652741654		
1577745933033	1577652741654		
1577745933034	1577652741654		
1577745933035	1577652741654		
1577745933036	1577652741654		
1577745933037	1577652741654		
1577745933038	1577652741654		
1577745933039	1577652741654		
1577745933040	1577652741654		
1577745933041	1577652741654		
1577745933042	1577652741654		
1577745933043	1577652741654		
1577745933044	1577652741654		
1577745933045	1577652741654		
1577745933046	1577652741654		
1577745933047	1577652741654		
1577745933048	1577652741654		
1577745933049	1577652741654		
1577745933050	1577652741654		
1577745933051	1577652741654		
1577745933052	1577652741654		
1577745933053	1577652741654		
1577745933054	1577652741654		
1577745933055	1577652741654		
1577745933056	1577652741654		
1577745933057	1577652741654		
1577745933058	1577652741654		
1577745933059	1577652741654		
1577745933060	1577652741654		
1577745933061	1577652741654		
1577745933062	1577652741654		
1577745933063	1577652741654		
1577745933064	1577652741654		
1577745933065	1577652741654		
1577745933066	1577652741654		
1577745933067	1577652741654		
1577745933068	1577652741654		
1577745933069	1577652741654		
1577745933070	1577652741654		
1577745933071	1577652741654		
1577745933072	1577652741654		
1577745933073	1577652741654		
1577745933074	1577652741654		
1577745933075	1577652741654		
1577745933076	1577652741654		
1577745933077	1577652741654		
1577745933078	1577652741654		
1577745933079	1577652741654		
1577745933080	1577652741654		
1577745933081	1577652741654		
1577745933082	1577652741654		
1577745933083	1577652741654		
1577745933084	1577652741654		
1577745933085	1577652741654		
1577745933086	1577652741654		
1577745933087	1577652741654		
1577745933088	1577652741654		
1577745933089	1577652741654		
1577745933090	1577652741654		
1577745933091	1577652741654		
1577745933092	1577652741654		
1577745933093	1577652741654		
1577745933094	1577652741654		
1577745933095	1577652741654		
1577745933096	1577652741654		
1577745933097	1577652741654		
1577745933098	1577652741654		
1577745933099	1577652741654		
1577745933100	1577652741654		
1577745933101	1577652741654		
1577745933102	1577652741654		
1577745933103	1577652741654		
1577745933104	1577652741654		
1577745933105	1577652741654		
1577745933106	1577652741654		
1577745933107	1577652741654		
1577745933108	1577652741654		
1577745933109	1577652741654		
1577745933110	1577652741654		
1577745933111	1577652741654		
1577745933112	1577652741654		
1577745933113	1577652741654		
1577745933114	1577652741654		
1577745933115	1577652741654		
1577745933116	1577652741654		
1577745933117	1577652741654		
1577745933118	1577652741654		
1577745933119	1577652741654		
1577745933120	1577652741654		
1577745933121	1577652741654		
1577745933122	1577652741654		
1577745933123	1577652741654		
1577745933124	1577652741654		
1577745933125	1577652741654		
1577745933126	1577652741654		
1577745933127	1577652741654		
1577745933128	1577652741654		
1577745933129	1577652741654		
1577745933130	1577652741654		
1577745933131	1577652741654		
1577745933132	1577652741654		
1577745933133	1577652741654		
1577745933134	1577652741654		
1577745933135	1577652741654		
1577745933136	1577652741654		
1577745933137	1577652741654		
1577745933138	1577652741654		
1577745933139	1577652741654		
1577745933140	1577652741654		
1577745933141	1577652741654		
1577745933142	1577652741654		
1577745933143	1577652741654		
1577745933144	1577652741654		
1577745933145	1577652741654		
1577745933146	1577652741654		
1577745933147	1577652741654		
1577745933148	1577652741654		
1577745933149	1577652741654		
1577745933150	1577652741654		
1577745933151	1577652741654		
1577745933152	1577652741654		
1577745933153	1577652741654		
1577745933154	1577652741654		
1577745933155	1577652741654		
1577745933156	1577652741654		
1577745933157	1577652741654		
1577745933158	1577652741654		
1577745933159	1577652741654		
1577745933160	1577652741654		
1577745933161	1577652741654		
1577745933162	1577652741654		
1577745933163	1577652741654		
1577745933164	1577652741654		
1577745933165	1577652741654		
1577745933166	1577652741654		
1577745933167	1577652741654		
1577745933168	1577652741654		
1577745933169	1577652741654		
1577745933170	1577652741654		
1577745933171	1577652741654		
1577745933172	1577652741654		
1577745933173	1577652741654		
1577745933174	1577652741654		
1577745933175	1577652741654		
1577745933176	1577652741654		
1577745933177	1577652741654		
1577745933178	1577652741654		
1577745933179	1577652741654		
1577745933180	1577652741654		
1577745933181	1577652741654		
1577745933182	1577652741654		
1577745933183	1577652741654		
1577745933184	1577652741654		
1577745933185	1577652741654		
1577745933186	1577652741654		
1577745933187	1577652741654		
1577745933188	1577652741654		
1577745933189	1577652741654		
1577745933190	1577652741654		
1577745933191	1577652741654		
1577745933192	1577652741654		
1577745933193	1577652741654		
1577745933194	1577652741654		
1577745933195	1577652741654		
1577745933196	1577652741654		
1577745933197	1577652741654		
1577745933198	1577652741654		
1577745933199	1577652741654		
1577745933200	1577652741654		
1577745933201	1577652741654		
1577745933202	1577652741654		
1577745933203	1577652741654		
1577745933204	1577652741654		
1577745933205	1577652741654		
1577745933206	1577652741654		
1577745933207	1577652741654		
1577745933208	1577652741654		
1577745933209	1577652741654		
1577745933210	1577652741654		
1577745933211	1577652741654		
1577745933212	1577652741654		
1577745933213	1577652741654		
1577745933214	1577652741654		
1577745933215	1577652741654		
1577745933216	1577652741654		
1577745933217	1577652741654		
1577745933218	1577652741654		
1577745933219	1577652741654		
1577745933220	1577652741654		
1577745933221	1577652741654		
1577745933222	1577652741654		
1577745933223	1577652741654		
1577745933224	1577652741654		
1577745933225	1577652741654		
1577745933226	1577652741654		
1577745933227	1577652741654		
1577745933228	1577652741654		
1577745933229	1577652741654		
1577745933230	1577652741654		
1577745933231	1577652741654		
1577745933232	1577652741654		
1577745933233	1577652741654		
1577745933234	1577652741654		
1577745933235	1577652741654		
1577745933236	1577652741654		
1577745933237	1577652741654		
1577745933238	1577652741654		
1577745933239	1577652741654		
1577745933240	1577652741654		
1577745933241	1577652741654		
1577745933242	1577652741654		
1577745933243	1577652741654		
1577745933244	1577652741654		
1577745933245	1577652741654		
1577745933246	1577652741654		
1577745933247	1577652741654		
1577745933248	1577652741654		
1577745933249	1577652741654		
1577745933250	1577652741654		
1577745933251	1577652741654		
1577745933252	1577652741654		
1577745933253	1577652741654		
1577745933254	1577652741654		
1577745933255	1577652741654		
1577745933256	1577652741654		
1577745933257	1577652741654		
1577745933258	1577652741654		
1577745933259	1577652741654		
1577745933260	1577652741654		
1577745933261	1577652741654		
1577745933262	1577652741654		
1577745933263	1577652741654		
1577745933264	1577652741654		
1577745933265	1577652741654		
1577745933266	1577652741654		
1577745933267	1577652741654		
1577745933268	1577652741654		
1577745933269	1577652741654		
1577745933270	1577652741654		
1577745933271	1577652741654		
1577745933272	1577652741654		
1577745933273	1577652741654		
1577745933274	1577652741654		
1577745933275	1577652741654		
1577745933276	1577652741654		
1577745933277	1577652741654		
1577745933278	1577652741654		
1577745933279	1577652741654		
1577745933280	1577652741654		
1577745933281	1577652741654		
1577745933282	1577652741654		
1577745933283	1577652741654		
1577745933284	1577652741654		
1577745933285	1577652741654		
1577745933286	1577652741654		
1577745933287	1577652741654		
1577745933288	1577652741654		
1577745933289	1577652741654		
1577745933290	1577652741654		
1577745933291	1577652741654		
1577745933292	1577652741654		
1577745933293	1577652741654		
1577745933294	1577652741654		
1577745933295	1577652741654		
1577745933296	1577652741654		
1577745933297	1577652741654		
1577745933298	1577652741654		
1577745933299	1577652741654		
1577745933300	1577652741654		
1577745933301	1577652741654		
1577745933302	1577652741654		
1577745933303	1577652741654		
1577745933304	1577652741654		
1577745933305	1577652741654		
1577745933306	1577652741654		
1577745933307	1577652741654		
1577745933308	1577652741654		
1577745933309	1577652741654		
1577745933310	1577652741654		
1577745933311	1577652741654		
1577745933312	1577652741654		
1577745933313	1577652741654		
1577745933314	1577652741654		
1577745933315	1577652741654		
1577745933316	1577652741654		
1577745933317	1577652741654		
1577745933318	1577652741654		
1577745933319	1577652741654		
1577745933320	1577652741654		
1577745933321	1577652741654		
1577745933322	1577652741654		
1577745933323	1577652741654		
1577745933324	1577652741654		
1577745933325	1577652741654		
1577745933326	1577652741654		
1577745933327	1577652741654		
1577745933328	1577652741654		
1577745933329	1577652741654		
1577745933330	1577652741654		
1577745933331	1577652741654		
1577745933332	1577652741654		
1577745933333	1577652741654		
1577745933334	1577652741654		
1577745933335	1577652741654		
1577745933336	1577652741654		
1577746186478	1577652741654	kfz karzati,kfzati	P1. to draw,pull. P6 to plough
1577746186479	1577652741654	krIq krIqati	P1. to play
1577746186480	1577652741654	Kan Kanati-Kanate	U1. to dig
1577746186481	1577652741654	KAd KAdati	P1. to eat
1577746186482	1577652741654	car carati	P1. to move
1577746186483	1577652741654	cal calati	P1. to move
1577746186484	1577652741654	ji jayati	P1. to conquer
1577746186485	1577652741654	jIv jIvati	P1. to live,survive
1577746186486	1577652741654	tyaj tyajati	P1. to abandon,leave
1577746186487	1577652741654	dah dahati	P1. to burn
1577746186488	1577652741654	dru dravati	P1. to run,melt
1577746186489	1577652741654	DAv DAvati-DAvate	U1. to run,wash
1577746186490	1577652741654	nam namati	P1. to salute,bow
1577746186491	1577652741654	nI nayati-nayate	U1. to lead
1577746186492	1577652741654	pac pacati-pacate	U1. to cook
1577746186493	1577652741654	pat patati	P1. to fall
1577746186494	1577652741654	buD boDati-boDate	U1. to know
1577746186495	1577652741654	BU Bavati	P1. to be,become
1577746186496	1577652741654	Bram Bramati	P1. to walk,roam
1577746186497	1577652741654	yaj yajati-yajate	U1. to sacrifice
1577746186498	1577652741654	rakz rakzati	P1. to protect
1577746186499	1577652741654	ruh rohati	P1. to grow
1577746186500	1577652741654	vad vadati	P1. to speak,talk
1577746186501	1577652741654	vap vapati-vapate	U1. to sow
1577746186502	1577652741654	vas vasati	P1. to dwell
1577746186503	1577652741654	vah vahati-vahate	U1. to carry,flow
1577746186504	1577652741654	vraj vrajati	P1. to go
1577746186505	1577652741654	SaMs SaMsati	P1. to praise
1577746186506	1577652741654	sf sarati	P1. to go
1577746186507	1577652741654	smf smarati	P1. to remember
1577746186508	1577652741654	aSvaH	m. horse
1577746186509	1577652741654	AcAraH	m. conduct
1577746186510	1577652741654	kapotaH	m. pigeon
1577746186511	1577652741654	karaH	m. hand
1577746186512	1577652741654	kAkaH	m. crow
1577746186513	1577652741654	grAmaH	m. village
1577746186514	1577652741654	janaH	m. person
1577746186515	1577652741654	dAsaH	m. servant
1577746186516	1577652741654	deSaH	m. country
1577746186517	1577652741654	naraH	m. man
1577746186518	1577652741654	nfpaH	m. king
1577746186519	1577652741654	parvataH	m. mountain
1577746186520	1577652741654	bAlaH	m. boy
1577746186521	1577652741654	meGaH	m. cloud
1577746186522	1577652741654	vfkzaH	m. tree
1577746186523	1577652741654	annam	n. food
1577746186524	1577652741654	inDanam	n. fuel
1577746186525	1577652741654	kanakam	n. gold
1577746186526	1577652741654	kamalam	n. lotus
1577746186527	1577652741654	jalam	n. water
1577746186528	1577652741654	tfRam	n. grass
1577746186529	1577652741654	duHKam	n. misery
1577746186530	1577652741654	patram	n. leaf
1577746186531	1577652741654	pAtram	n. vessel
1577746186532	1577652741654	Palam	n. fruit
1577746186533	1577652741654	SarIram	n. body
1577746186534	1577652741654	SAstram	n. sacred precept
1577746186535	1577652741654	SIlam	n. character
1577746186536	1577652741654	suKam	n. happiness
1577746186537	1577652741654	sTAnam	n. place
1577746186538	1577652741654	aBitaH	ind. near,in front of (+Accusative)
1577746186539	1577652741654	paritaH	ind. around (+Accusative)
1577746186540	1577652741654	sarvataH	ind. on all sides of (+Accusative)
1577746186541	1577652741654	uBayataH	ind. on both sides of (+Accusative)
1577746186542	1577652741654	Dik	ind. fie on (+Accusative)
1577746186543	1577652741654	samayA	ind. near (+Accusative)
1577746186544	1577652741654	nikazA	ind. near (+Accusative)
1577746186545	1577652741654	vinA	ind. without (+Accusative, Instrumental, Ablative)
1577746186546	1577652741654	antareRa	ind. without (+Accusative)
1577746186547	1577652741654	ati	ind. above (+Accusative)
1577746186548	1577652741654	anu	ind. after, according to, along (+Accusative)
1577746186549	1577652741654	aBi	ind. near (+Accusative)
1577746186550	1577652741654	prati	ind. to,towards (+Accusative)
1577746186551	1577652741654	antarA	ind. between (+Accusative)
1577746186552	1577652741654	upa	ind. near,below (+Accusative)
1577746186553	1577652741654	as asyati	P4. throw
1577746186554	1577652741654	tuz tuzyati	P4. be pleased
1577746186555	1577652741654	naS naSyati	P4. perish,be destroyed
1577746186556	1577652741654	nft nftyati	P4. dance
1577746186557	1577652741654	puz puzyati	P1. nourish
1577746186558	1577652741654	muh muhyati	P4. faint
1577746186559	1577652741654	BraMS BraSyati	P4. fall
1577746186560	1577652741654	daMS daSati	P1. bite
1577746186561	1577652741654	nind nindati	P1. blame
1577746186562	1577652741654	div dIvyati	P4. play
1577746186563	1577652741654	Sam SAmyati	P4. cease, be quiet
1577746186564	1577652741654	kzam kzAmyati	P4. forgive,bear
1577746186565	1577652741654	Sram SrAmyati	P4. be weary,be tired
1577746186566	1577652741654	mad mAdyati	P4. rejoice, be glad
1577746186567	1577652741654	vyaD viDyati	P4. pierce
1577746186568	1577652741654	Bram BrAmyati	P4. roam,err
1577746186569	1577652741654	DmA Damati	P1. blow
1577746186570	1577652741654	hf harati-harate	U1. take away
1577746186571	1577652741654	gam gacCati	P1. go
1577746186572	1577652741654	yam yacCati	P1. restrain
1577746186573	1577652741654	dA yacCati	P1. give
1577746186574	1577652741654	guh gUhati-gUhate	U1. hide
1577746186575	1577652741654	sad sIdati	P1. sit
1577746186576	1577652741654	GrA jiGrati	P1. smell
1577746186577	1577652741654	pA pibati	P1. drink
1577746186578	1577652741654	sTA tizWati	P1. stand
1577746186579	1577652741654	dfS paSyati	P1. see
1577746186580	1577652741654	kUpaH	m. well
1577746186581	1577652741654	gajaH	m. elephant
1577746186582	1577652741654	candraH	m. moon
1577746186583	1577652741654	prAsAdaH	m. palace
1577746186584	1577652741654	hradaH	m. lake
1577746186585	1577652741654	kusumam	n. flower
1577746186586	1577652741654	jIvanam	n. life
1577746186587	1577652741654	Danam	n. wealth
1577746186588	1577652741654	vanam	n. forest
1577746186589	1577652741654	SIrzam	n. head
1577746186590	1577652741654	na	ind. not
1577746186591	1577652741654	ca	ind. and
1577746186592	1577652741654	kzip kzipati	P6. to throw
1577746186593	1577652741654	tud tudati	P6. to strike
1577746186594	1577652741654	diS diSati	P6. to show
1577746186595	1577652741654	liK liKati	P6. to write
1577746186596	1577652741654	viS viSati	P6. to enter
1577746186597	1577652741654	sfj sfjati	P6. to create
1577746186598	1577652741654	spfS spfSati	P6. to touch
1577746186599	1577652741654	kft kfntati	P6. to cut
1577746186600	1577652741654	muc muYcati	P6. to release
1577746186601	1577652741654	lup lumpati	P6. to break
1577746186602	1577652741654	lip limpati	P6. to anoint
1577746186603	1577652741654	vid vindati	P6. to find
1577746186604	1577652741654	sic siYcati	P6. to sprinkle
1577746186605	1577652741654	iz icCati	P6. to wish
1577746186606	1577652741654	pracC pfcCati	P6. to ask
1577746186607	1577652741654	has hasati	P6. to laugh
1577746186608	1577652741654	hve hvayati	P6. to call
1577746186609	1577652741654	anilaH	m. wind
1577746186610	1577652741654	BAraH	m. burden
1577746186611	1577652741654	vIraH	m. hero
1577746186612	1577652741654	SfgAlaH	m. jackal
1577746186613	1577652741654	haMsaH	m. swan
1577746186614	1577652741654	gfham	n. house
1577746186615	1577652741654	tIram	n. bank
1577746186616	1577652741654	BUzaRam	n. ornament
1577746186617	1577652741654	ratnam	n. jewel
1577746186618	1577652741654	saha	with (+Instrumental)
1577746186619	1577652741654	alam	enough (+Instrumental)
1577746186620	1577652741654	kftam	enough (+Instrumental)
1577746186621	1577652741654	namaH	m. salutation to (+Dative)
1577746186622	1577652741654	svasti	hail to (+Dative)
1577746186623	1577652741654	agniH	fire
1577746186624	1577652741654	atiTiH	guest
1577746186625	1577652741654	ariH	enemy
1577746186626	1577652741654	kaviH	poet
1577746186627	1577652741654	giriH	mountain
1577746186628	1577652741654	muniH	sage
1577746186629	1577652741654	raviH	sun
1577746186630	1577652741654	rASiH	heap
1577746186631	1577652741654	udaDiH	ocean
1577746186632	1577652741654	kaliH	quarrel
1577746186633	1577652741654	induH	moon
1577746186634	1577652741654	izuH	arrow
1577746186635	1577652741654	guruH	teacher
1577746186636	1577652741654	taruH	tree
1577746186637	1577652741654	paraSuH	axe
1577746186638	1577652741654	paSuH	beast
1577746186639	1577652741654	banDuH	friend
1577746186640	1577652741654	bAhuH	arm
1577746186641	1577652741654	binduH	drop
1577746186642	1577652741654	SiSuH	baby
1577746186643	1577652741654	prAk	before,to the east (+Ablative)
1577746186644	1577652741654	pUrvam	before (+Ablative)
1577746186645	1577652741654	anantaram	after (+Ablative)
1577746186646	1577652741654	A	until,up to (+Ablative)
1577746186647	1577652741654	praBfti	since (+Ablative)
1577746186648	1577652741654	bahiH	outside (+Ablative)
1577746186649	1577652741654	fte	except,without (+Ablative)
1577746186650	1577652741654	upari	above (+Genitive)
1577746186651	1577652741654	aDaH	m. below (+Genitive)
1577746186652	1577652741654	purataH	m. in front of (+Genitive)
1577746186653	1577652741654	paScAt	behind (+Genitive)
1577746186654	1577652741654	agre	in the presence of (+Genitive)
1577746186655	1577652741654	parataH	m. beyond (+Genitive)
1577746186656	1577652741654	samakzam	in the presence of (+Genitive)
1577746186657	1577652741654	kfte	for the sake of (+Genitive)
1577746186658	1577652741654	kaT kaTayati	P10. to tell
1577746186659	1577652741654	kzal kzAlayati	P10. to wash
1577746186660	1577652741654	gaR gaRayati	P10. to count
1577746186661	1577652741654	Guz Gozayati	P10. to proclaim
1577746186662	1577652741654	cint cintayati	P10. to think
1577746186663	1577652741654	cur corayati	P10. to steal
1577746186664	1577652741654	Cad CAdayati	P10. to cover
1577746186665	1577652741654	daRq daRqayati	P10. to punish
1577746186666	1577652741654	Df DArayati	P10. to owe
1577746186667	1577652741654	pAl pAlayati	P10. to protect
1577746186668	1577652741654	pIq pIqayati	P10. to oppress
1577746186669	1577652741654	pUj pUjayati	P10. to adore
1577746186670	1577652741654	Bakz Bakzayati	P10. to eat
1577746186671	1577652741654	BUz BUzayati	P10. to adorn
1577746186672	1577652741654	rac racayati	P10. to arrange
1577746186673	1577652741654	sAntv sAntvayati	P10. to console
1577746186674	1577652741654	spfh spfhayati	P10. to long for (+Dative)
1577746186675	1577652741654	ati-kram atikrAmyati	P4. to cross
1577746186676	1577652741654	aDi-gam aDigacCati	P1. to obtain
1577746186677	1577652741654	anu-sf anusarati	P1. to follow
1577746186678	1577652741654	apa-car apacarati	P1. to depart
1577746186679	1577652741654	aBi-DAv aBiDAvati	P1. to attack
1577746186680	1577652741654	ava-dah avadahati	P1. to burn down
1577746186681	1577652741654	A-nI Anayati	P1. to bring
1577746186682	1577652741654	ud-BU udBavati	P1. to arise
1577746186683	1577652741654	upa-viS upaviSati	P6. to sit
1577746186684	1577652741654	ati	ind. over, beyond
1577746186685	1577652741654	aDi	near,unto
1577746186686	1577652741654	anu	after,along
1577746186687	1577652741654	apa	away from
1577746186688	1577652741654	aBi	towards
1577746186689	1577652741654	ava	down
1577746186690	1577652741654	A	unto,back
1577746186691	1577652741654	ud	up,forth
1577746186692	1577652741654	upa	near
1577746186693	1577652741654	ni	under
1577746186694	1577652741654	nis	away,out
1577746186695	1577652741654	pari	round,about
